email,id_cliente,id_cliente_canonico,es_canonico
valentino45@example.com,CLI02022,CLI02022,True
valentino45@example.com,CLI01550,CLI02022,False
valentinomartinez@example.com,CLI01918,CLI01918,True
valentinomartinez@example.com,CLI01771,CLI01918,False
valentinotorres@example.com,CLI05980,CLI05980,True
valentinotorres@example.com,CLI06041,CLI05980,False
vdiaz@example.com,CLI04931,CLI04931,True
vdiaz@example.com,CLI05799,CLI04931,False
vegaantonella@example.net,CLI05454,CLI05454,True
vegaantonella@example.net,CLI00834,CLI05454,False
veramateo@example.net,CLI03698,CLI03698,True
veramateo@example.net,CLI03829,CLI03698,False
verasofia@example.net,CLI03336,CLI03336,True
verasofia@example.net,CLI05887,CLI03336,False
vgomez@example.com,CLI01084,CLI01084,True
vgomez@example.com,CLI03841,CLI01084,False
vhernandez@example.net,CLI05117,CLI05117,True
vhernandez@example.net,CLI02676,CLI05117,False
vleiva@example.com,CLI02435,CLI02435,True
vleiva@example.com,CLI05089,CLI02435,False
vlopez@example.net,CLI01725,CLI01725,True
vlopez@example.net,CLI03676,CLI01725,False
vmartinez@example.com,CLI00710,CLI00710,True
vmartinez@example.com,CLI04981,CLI00710,False
vrodriguez@example.net,CLI05751,CLI05751,True
vrodriguez@example.net,CLI03302,CLI05751,False
vromero@example.com,CLI02228,CLI02228,True
vromero@example.com,CLI04392,CLI02228,False
walvarez@example.org,CLI02075,CLI02075,True
walvarez@example.org,CLI00462,CLI02075,False
wfernandez@example.org,CLI03347,CLI03347,True
wfernandez@example.org,CLI06020,CLI03347,False
wfernandez@example.org,CLI01185,CLI03347,False
wgarcia@example.com,CLI04638,CLI04638,True
wgarcia@example.com,CLI00454,CLI04638,False
wperez@example.net,CLI01885,CLI01885,True
wperez@example.net,CLI02666,CLI01885,False
wrodriguez@example.com,CLI03017,CLI03017,True
wrodriguez@example.com,CLI05037,CLI03017,False
wtorres@example.net,CLI05423,CLI05423,True
wtorres@example.net,CLI03848,CLI05423,False
xfernandez@example.com,CLI02720,CLI02720,True
xfernandez@example.com,CLI03419,CLI02720,False
xgomez@example.org,CLI05592,CLI05592,True
xgomez@example.org,CLI03670,CLI05592,False
xgomez@example.org,CLI00394,CLI05592,False
xlopez@example.net,CLI01161,CLI01161,True
xlopez@example.net,CLI03755,CLI01161,False
xmunoz@example.com,CLI01927,CLI01927,True
xmunoz@example.com,CLI02654,CLI01927,False
xnunez@example.net,CLI00496,CLI00496,True
xnunez@example.net,CLI05867,CLI00496,False
xpaez@example.org,CLI02070,CLI02070,True
xpaez@example.org,CLI04382,CLI02070,False
xramirez@example.net,CLI03162,CLI03162,True
xramirez@example.net,CLI02968,CLI03162,False
xrodriguez@example.org,CLI00999,CLI00999,True
xrodriguez@example.org,CLI00142,CLI00999,False
xrojas@example.net,CLI03669,CLI03669,True
xrojas@example.net,CLI06001,CLI03669,False
xsosa@example.org,CLI03002,CLI03002,True
xsosa@example.org,CLI03792,CLI03002,False
xtorres@example.com,CLI05616,CLI05616,True
xtorres@example.com,CLI06004,CLI05616,False
yalvarez@example.org,CLI02655,CLI02655,True
yalvarez@example.org,CLI01138,CLI02655,False
ylopez@example.net,CLI02865,CLI02865,True
ylopez@example.net,CLI05185,CLI02865,False
yquiroga@example.com,CLI00070,CLI00070,True
yquiroga@example.com,CLI03578,CLI00070,False
yquiroga@example.com,CLI05483,CLI00070,False
yrodriguez@example.org,CLI03178,CLI03178,True
yrodriguez@example.org,CLI05278,CLI03178,False
zgomez@example.net,CLI01972,CLI01972,True
zgomez@example.net,CLI04469,CLI01972,False
zgonzalez@example.com,CLI02398,CLI02398,True
zgonzalez@example.com,CLI00286,CLI02398,False
zgonzalez@example.net,CLI02807,CLI02807,True
zgonzalez@example.net,CLI00139,CLI02807,False
zoevera@example.net,CLI01768,CLI01768,True
zoevera@example.net,CLI06003,CLI01768,False
zrodriguez@example.com,CLI02021,CLI02021,True
zrodriguez@example.com,CLI04929,CLI02021,False
zrodriguez@example.net,CLI01208,CLI01208,True
zrodriguez@example.net,CLI02905,CLI01208,False
zsanchez@example.net,CLI02428,CLI02428,True
zsanchez@example.net,CLI04148,CLI02428,False
zvera@example.org,CLI01839,CLI01839,True
zvera@example.org,CLI03462,CLI01839,False
