id_cliente,fecha_alta,canal_alta,tienda_alta,genero,edad,provincia,acepta_marketing,email
CLI01406,2023-08-01,Tienda,T25,M,64.0,Mendoza,True,hlopez@example.com
CLI01407,2022-02-23,Tienda,T18,F,68.0,Cordoba,True,fernandezisabella@example.net
CLI01408,2023-02-22,Online,,M,53.0,CABA,True,dperalta@example.org
CLI01409,2025-05-06,Tienda,T16,F,55.0,Cordoba,True,tomaspaz@example.com
CLI01410,2023-10-11,Tienda,T06,F,,CABA,True,martinezlourdes@example.com
CLI01411,2022-06-16,Tienda,T20,M,78.0,Mendoza,True,davila
CLI01412,2023-09-12,Tienda,T25,M,45.0,Tucuman,True,bautistacorrea@example.net
CLI01413,2024-04-26,Online,,F,55.0,Tucuman,True,santinonunez@example.com
CLI01414,2023-08-21,Online,,,29.0,Salta,True,nunezsimon@example.org
CLI01415,2024-04-16,Online,,F,41.0,CABA,True,catalina92@example.net
CLI01416,2024-11-17,Online,,F,25.0,Cordoba,False,nahiara15@example.net
CLI01417,2022-01-28,Tienda,T17,M,38.0,Mendoza,True,renata92@example.net
CLI01418,2024-01-01,Tienda,T19,F,42.0,Santa Fe,True,acostajuan-cruz@example.org
CLI01419,2022-09-07,Tienda,T11,M,45.0,CABA,True,mateo-benjamin28@example.com
CLI01420,2023-01-07,Tienda,T13,M,61.0,Buenos Aires,True,tomas24@example.com
CLI01421,2024-10-20,Tienda,T02,X,48.0,Neuquen,True,luz-marialopez@example.org
CLI01422,2023-10-11,Online,,M,45.0,Entre Rios,True,lisandrolopez@example.com
CLI01423,2023-08-13,Online,,F,42.0,Buenos Aires,True,jchavez@example.com
CLI01424,2025-08-11,Tienda,T23,M,70.0,Buenos Aires,True,privero@example.com
CLI01425,2022-09-15,Online,,F,33.0,Tucuman,True,thiago-ezequiel64@example.org
CLI01426,2022-07-07,Online,,M,58.0,Entre Rios,True,mateo-joaquin78@example.net
CLI01427,2024-05-21,Online,,M,18.0,Tucuman,False,joaquinromero@example.net
CLI01428,2025-01-29,Online,,F,29.0,Neuquen,False,benjamin62@example.org
CLI01429,2025-11-05,Online,,M,47.0,Entre Rios,True,diazgael@example.net
CLI01430,2023-12-31,Tienda,T22,F,39.0,CABA,False,lucas-ezequielpaz@example.com
CLI01431,2024-09-15,Online,,F,84.0,Buenos Aires,False,quirogaantonio@example.net
CLI01432,2024-08-18,Online,,F,78.0,Entre Rios,True,gonzaleztiziano@example.net
CLI01433,2022-04-25,Tienda,S03,F,20.0,Entre Rios,False,flopez@example.net
CLI01434,2025-01-04,Online,,,27.0,Salta,False,facundo44@example.org
CLI01435,2023-08-04,Online,,M,40.0,Tucuman,True,sofia-belen84@example.net
CLI01436,2022-05-28,Online,,M,66.0,Santa Fe,False,orianaroldan@example.net
CLI01437,2024-07-27,Tienda,T10,,57.0,Salta,True,emilia49@example.org
CLI01438,2022-12-08,Tienda,T24,M,46.0,Entre Rios,True,rodriguezolivia@example.net
CLI01439,2022-09-30,Online,,X,22.0,CABA,True,rromero@example.org
CLI01440,2024-07-02,Tienda,T01,F,30.0,Salta,False,joaquin18
CLI01441,2022-09-12,Tienda,T28,M,18.0,Entre Rios,False,guadalupegutierrez@example.org
CLI01442,2024-03-19,Online,,M,20.0,CABA,True,descobar@example.org
CLI01443,2022-03-03,Tienda,T26,M,48.0,CABA,True,gonzalezjuan-cruz@example.org
CLI01444,2022-02-07,Tienda,T07,F,53.0,CABA,True,vargasvalentino@example.com
CLI01445,2025-04-11,Online,,M,23.0,Tucuman,True,gimenezmateo@example.com
CLI01446,2024-08-05,Tienda,T16,F,43.0,Salta,True,juan-cruz27@example.org
CLI01447,2023-10-13,Tienda,T03,M,64.0,CABA,True,juan-ignacioalvarez@example.net
CLI01448,2023-04-19,Tienda,T21,F,44.0,Salta,True,lolafigueroa@example.org
CLI01449,2024-02-12,Tienda,T12,,,CABA,True,gguzman@example.net
CLI01450,2024-03-19,Tienda,T19,F,50.0,Entre Rios,True,ortiztomas@example.org
CLI01451,2025-07-01,Tienda,T07,F,49.0,Entre Rios,True,santino-ezequiel08@example.org
CLI01452,2022-05-28,Tienda,T26,F,43.0,CABA,True,qarias@example.com
CLI01453,2022-03-22,Tienda,T11,M,34.0,Buenos Aires,True,juliana55@example.com
CLI01454,2024-08-09,Online,,F,36.0,Entre Rios,True,zmedina@example.org
CLI01455,2023-05-11,Tienda,T26,M,43.0,Buenos Aires,True,paloma15@example.org
CLI01456,2023-05-31,Tienda,T10,F,34.0,Neuquen,False,wcastillo@example.net
CLI01457,2024-03-21,Online,,M,60.0,Entre Rios,False,tomas21@example.com
CLI01458,2024-07-06,Online,,M,54.0,CABA,True,ambarflores@example.org
CLI01459,2025-03-28,Online,,F,,Tucuman,True,nicolas82@example.com
CLI01460,2025-08-26,Online,,F,70.0,Salta,True,fernandezvalentina@example.net
CLI01461,2022-07-22,Tienda,T02,M,64.0,Mendoza,False,zgodoy@example.net
CLI01462,2022-01-02,Tienda,T10,M,61.0,CABA,True,isabellagonzalez@example.org
CLI01463,2025-01-05,Online,,M,47.0,Mendoza,True,olivialucero@example.org
CLI01464,2022-08-17,Tienda,S08,F,39.0,Neuquen,True,zmartin@example.com
CLI01465,2022-01-07,Online,,F,74.0,Mendoza,False,thiago-ezequielsanchez@example.net
CLI01466,2025-02-18,Tienda,T17,F,32.0,Cordoba,False,torresjustina@example.net
CLI01467,2024-06-29,Tienda,T18,F,33.0,Entre Rios,True,lucascordoba@example.net
CLI01468,2023-04-29,Tienda,T05,M,29.0,Buenos Aires,True,verafaustino@example.net
CLI01469,2023-12-16,Tienda,T04,F,45.0,CABA,False,benjaminsuarez@example.com
CLI01470,2023-06-29,Online,,F,47.0,CABA,True,morenomartina@example.org
CLI01471,2023-11-16,Online,,M,56.0,Santa Fe,True,ortizjuan-cruz@example.com
CLI01472,2024-08-14,Tienda,T03,F,38.0,Neuquen,True,acostamateo-benjamin@example.net
CLI01473,2025-09-22,Online,,M,18.0,Neuquen,False,julia85@example.com
CLI01474,2025-11-25,Tienda,T20,M,46.0,Cordoba,True,ezequielrodriguez@example.org
CLI01475,2024-01-15,Online,,M,55.0,Santa Fe,True,juan-pabloayala@example.net
CLI01476,2025-05-03,Tienda,T03,M,42.0,Mendoza,True,delfinadiaz@example.org
CLI01477,2023-08-09,Tienda,T05,M,40.0,Cordoba,True,isabella86@example.com
CLI01478,2025-09-04,Tienda,T20,M,49.0,CABA,True,tluna@example.net
CLI01479,2024-04-17,Tienda,T24,,62.0,Neuquen,True,agustinmedina@example.com
CLI01480,2023-08-09,Online,,F,41.0,Cordoba,True,medinamora@example.org
CLI01481,2024-07-18,Tienda,T01,F,22.0,Buenos Aires,False,roldanaugusto@example.com
CLI01482,2025-06-21,Online,,,34.0,Entre Rios,False,victoriaponce@example.net
CLI01483,2022-06-12,Sucursal,T16,M,39.0,Salta,True,nunezuma@example.com
CLI01484,2024-05-22,Tienda,T27,M,18.0,Entre Rios,False,leivalautaro-nicolas@example.com
CLI01485,2025-08-19,Tienda,T25,M,52.0,CABA,True,augusto22@example.org
CLI01486,2024-05-10,Online,,,31.0,Santa Fe,False,medinalautaro-nahuel@example.com
CLI01487,2025-12-07,Sucursal,T20,F,49.0,Neuquen,True,gonzalezdelfina@example.com
CLI01488,2024-02-20,Tienda,T15,F,44.0,Entre Rios,True,valentina01@example.net
CLI01489,2023-01-21,Tienda,T19,M,37.0,Entre Rios,True,bautista86@example.net
CLI01490,2023-01-10,Online,,M,64.0,Mendoza,True,sosabenjamin@example.com
CLI01491,2023-01-07,Online,,X,34.0,Cordoba,True,isabella03@example.net
CLI01492,2024-10-31,Online,,F,32.0,Buenos Aires,True,vgomez@example.org
CLI01493,2024-02-17,Tienda,T24,M,46.0,Tucuman,True,lautaro21@example.net
CLI01494,2025-12-27,Tienda,T20,F,53.0,Cordoba,False,pacosta@example.org
CLI01495,2025-09-14,Tienda,T09,M,41.0,Entre Rios,False,santiago-nicolas57@example.net
CLI01496,2025-02-13,Tienda,T22,M,28.0,Entre Rios,True,renata89@example.org
CLI01497,2022-05-04,Online,,M,51.0,Mendoza,False,molinajazmin@example.org
CLI01498,2022-08-02,Online,,M,50.0,Buenos Aires,True,aromero
CLI01499,2023-08-24,Online,,F,71.0,Salta,True,pedro01@example.net
CLI01500,2024-03-06,Tienda,T21,F,38.0,Neuquen,False,valentinacordoba@example.net
CLI01501,2025-07-11,Online,,F,45.0,Mendoza,True,thiago-agustinvelazquez@example.org
CLI01502,2024-05-24,Online,,M,34.0,Neuquen,True,juan-cruz06@example.com
CLI01503,2022-12-13,Online,,M,21.0,Entre Rios,False,chavezsofia
CLI01504,2022-04-20,Online,,M,43.0,Salta,True,santinodiaz@example.com
CLI01505,2024-05-03,Tienda,T11,,53.0,CABA,True,romerojosefina@example.com
CLI01506,2025-09-26,Online,,M,27.0,Mendoza,False,kherrera@example.com
CLI01507,2023-07-10,Tienda,T17,F,32.0,Tucuman,True,glopez@example.net
CLI01508,2024-07-04,Online,,F,25.0,Cordoba,True,fcastro@example.org
CLI01509,2022-04-17,Online,,M,60.0,CABA,True,valentina-torres@example.org
CLI01510,2022-05-03,Sucursal,T11,M,,Neuquen,False,eherrera@example.com
CLI01511,2024-09-28,Online,,F,50.0,Mendoza,True,daguirre@example.com
CLI01512,2024-03-13,Tienda,T08,F,29.0,Santa Fe,False,ignaciodiaz@example.net
CLI01513,2025-04-04,Tienda,T26,M,43.0,Salta,True,valentinaledesma@example.com
CLI01514,2024-01-06,Online,,M,,Buenos Aires,True,pbenitez@example.org
CLI01515,2022-10-24,Online,,M,18.0,Tucuman,True,miguel-angel51
CLI01516,2022-04-14,Online,,M,43.0,Buenos Aires,True,herreramaria-emilia
CLI01517,2024-07-09,Online,,F,49.0,Mendoza,True,egonzalez@example.net
CLI01518,2022-02-23,Tienda,T07,F,18.0,Entre Rios,False,hlopez@example.net
CLI01519,2022-07-04,Online,,,39.0,Tucuman,True,renata35@example.net
CLI01520,2024-06-24,Tienda,T24,M,35.0,Santa Fe,True,sofia03@example.com
CLI01521,2024-12-22,Online,,F,26.0,Cordoba,True,gonzalezjuana@example.net
CLI01522,2024-10-29,Online,,F,38.0,Mendoza,False,gonzalezthiago-daniel@example.net
CLI01523,2025-05-05,Online,,F,18.0,Neuquen,True,bsosa@example.net
CLI01524,2024-12-10,Tienda,T02,M,45.0,Buenos Aires,False,cfernandez@example.org
CLI01525,2025-04-28,Online,,M,58.0,Entre Rios,False,rsanchez@example.net
CLI01526,2023-11-15,Online,,M,24.0,CABA,False,alma50@example.org
CLI01527,2025-01-30,Online,,F,41.0,Cordoba,True,barrioszoe-valentina@example.org
CLI01528,2024-02-05,Online,,M,,Tucuman,False,caceresjazmin@example.org
CLI01529,2025-03-01,Tienda,T28,F,43.0,Buenos Aires,False,perezfrancesca@example.net
CLI01530,2025-04-25,Tienda,T04,,34.0,Mendoza,True,camiladiaz@example.net
CLI01531,2023-04-20,Tienda,T11,M,29.0,Buenos Aires,True,castillomaximo@example.net
CLI01532,2025-01-30,Tienda,T18,M,44.0,Tucuman,True,charoramos@example.net
CLI01533,2025-11-07,Tienda,T16,M,40.0,Tucuman,True,lopezfrancisco@example.org
CLI01534,2023-04-19,Online,,F,50.0,Santa Fe,False,francesca05@example.com
CLI01535,2024-08-29,Tienda,T10,M,20.0,Entre Rios,True,tdiaz@example.net
CLI01536,2022-01-11,Tienda,T05,M,57.0,Salta,False,almaramirez@example.net
CLI01537,2023-10-20,Online,,F,36.0,Neuquen,True,josefinafarias@example.net
CLI01538,2023-07-21,Online,,F,50.0,Santa Fe,False,lolaortiz@example.org
CLI01539,2022-05-14,Tienda,S17,F,31.0,Santa Fe,True,sanchezjuan-ignacio@example.org
CLI01540,2025-06-15,Tienda,T06,F,23.0,Neuquen,False,ojedamora@example.org
CLI01541,2022-02-23,Tienda,T04,F,12.0,Salta,True,antoniarios@example.org
CLI01542,2024-06-25,Tienda,T07,M,28.0,Tucuman,True,rruiz@example.com
CLI01543,2022-08-05,Online,,F,36.0,Entre Rios,False,agustin27@example.com
CLI01544,2025-11-06,Online,,M,51.0,Mendoza,True,trodriguez@example.org
CLI01545,2024-02-28,Tienda,T07,F,57.0,Salta,True,ksanchez@example.net
CLI01546,2024-07-19,Online,,F,,Neuquen,True,lara82@example.org
CLI01547,2022-06-13,Online,,F,34.0,Santa Fe,True,abrilgodoy@example.org
CLI01548,2022-08-24,Tienda,T23,M,35.0,Entre Rios,True,benjaminperez@example.com
CLI01549,2025-04-11,Online,,F,50.0,Salta,False,qgonzalez@example.net
CLI01550,2022-12-22,Tienda,T14,M,57.0,Cordoba,True,valentino45@example.com
CLI01551,2023-04-19,Tienda,T15,X,37.0,Tucuman,True,gimenezjulieta@example.net
CLI01552,2023-12-21,Online,,M,,Salta,True,ferreyrabautista
CLI01553,2023-11-20,Online,,M,31.0,Santa Fe,True,zoe-jazminsuarez@example.org
CLI01554,2022-06-28,Online,,M,44.0,Mendoza,False,hcastro@example.org
CLI01555,2023-04-12,Tienda,T14,M,55.0,Neuquen,True,luciarios@example.com
CLI01556,2024-02-14,Tienda,T01,M,18.0,Buenos Aires,True,diazdante
CLI01557,2025-05-19,Online,,M,45.0,Entre Rios,True,bautista12@example.com
CLI01558,2023-05-21,Online,,F,34.0,Entre Rios,True,lucasmartin@example.com
CLI01559,2023-02-11,Online,,X,18.0,Entre Rios,True,thiago-benjaminsilva@example.net
CLI01560,2023-08-31,Tienda,T07,,,Cordoba,True,olivia16@example.net
CLI01561,2022-09-27,Tienda,T05,F,40.0,Santa Fe,True,santino-ezequielfernandez@example.net
CLI01562,2024-07-19,Tienda,T09,F,47.0,Neuquen,False,morenamoyano@example.org
CLI01563,2022-12-20,Tienda,T12,F,22.0,Tucuman,True,francescaherrera@example.net
CLI01564,2025-07-18,Tienda,T16,M,,Neuquen,True,bravobautista@example.net
CLI01565,2022-01-27,Online,,F,43.0,Buenos Aires,True,silvarafael@example.org
CLI01566,2022-06-03,Tienda,T02,F,37.0,Cordoba,True,emma96@example.net
CLI01567,2025-11-07,Tienda,T03,,,Neuquen,True,rosario69
CLI01568,2023-09-10,Online,,M,51.0,Cordoba,True,milorojas@example.net
CLI01569,2025-03-15,Online,,F,53.0,Tucuman,False,valdezalejo@example.org
CLI01570,2022-08-29,Tienda,T18,F,58.0,Santa Fe,True,obenitez@example.com
CLI01571,2025-02-14,Tienda,T08,M,18.0,Neuquen,True,abrilrodriguez@example.com
CLI01572,2023-08-26,Tienda,T17,M,65.0,CABA,False,lisandro64@example.net
CLI01573,2024-09-04,Online,,M,37.0,Salta,True,cledesma@example.com
CLI01574,2023-12-28,Tienda,T09,F,,Neuquen,False,ferreyramateo@example.com
CLI01575,2023-03-13,Online,,M,54.0,Neuquen,False,esuarez@example.org
CLI01576,2023-10-04,Online,,F,,Cordoba,True,jazmin48@example.com
CLI01577,2023-07-22,Tienda,T19,F,46.0,Buenos Aires,True,malenamorales
CLI01578,2022-05-06,Online,,M,,CABA,False,emilia55@example.com
CLI01579,2024-12-20,Online,,,41.0,CABA,True,ajuarez@example.org
CLI01580,2022-07-13,Tienda,T21,M,48.0,Mendoza,False,mia-morenamartinez
CLI01581,2023-04-29,Online,,M,19.0,CABA,False,lucia-benitez@example.net
CLI01582,2024-01-29,Online,,M,25.0,Santa Fe,False,morenomia@example.org
CLI01583,2023-05-04,Online,,F,,Tucuman,True,munozfelipe@example.net
CLI01584,2024-04-04,Online,,F,47.0,Tucuman,True,thiago74@example.com
CLI01585,2025-09-02,Tienda,T25,F,85.0,Salta,False,sofia83@example.org
CLI01586,2023-12-09,Tienda,T10,F,45.0,Entre Rios,True,pilarchavez@example.org
CLI01587,2025-10-15,Tienda,T03,M,39.0,Entre Rios,False,earias@example.com
CLI01588,2024-01-09,Tienda,T23,,41.0,Cordoba,True,geronimo11@example.com
CLI01589,2023-12-20,Tienda,T06,M,55.0,CABA,True,agustinpaez@example.com
CLI01590,2023-06-22,Tienda,T10,M,132.0,Buenos Aires,True,ian-ezequielfernandez@example.org
CLI01591,2024-10-16,Tienda,T21,M,25.0,Entre Rios,True,danteguzman@example.org
CLI01592,2022-11-24,Tienda,S27,M,56.0,Tucuman,False,valentin16@example.com
CLI01593,2024-11-21,Tienda,T07,F,5.0,CABA,True,biancacabrera@example.org
CLI01594,2025-10-24,Online,,X,53.0,Cordoba,True,martinezluca@example.org
CLI01595,2024-07-29,Tienda,T06,M,18.0,Santa Fe,True,afernandez@example.org
CLI01596,2022-11-02,Tienda,T08,F,20.0,CABA,True,josefina05@example.com
CLI01597,2022-04-11,Online,,F,50.0,Neuquen,False,jperez@example.com
CLI01598,2025-02-12,Tienda,T07,M,18.0,CABA,True,fernandezjuan-bautista@example.org
CLI01599,2025-07-21,Online,,F,47.0,CABA,True,ulopez@example.com
CLI01600,2023-04-18,Sucursal,T05,M,,Entre Rios,True,lcaceres@example.org
CLI01601,2023-02-13,Tienda,T16,M,44.0,Mendoza,True,ngonzalez@example.com
CLI01602,2022-05-19,Tienda,S20,F,46.0,Buenos Aires,True,florescarmela@example.org
CLI01603,2024-12-16,Online,,M,45.0,Cordoba,True,martinezisabella@example.org
CLI01604,2024-08-10,Online,,M,48.0,Cordoba,True,hsoto@example.com
CLI01605,2022-05-23,Tienda,S16,M,36.0,Cordoba,True,maldonadojuan-ignacio@example.net
CLI01606,2022-05-24,Online,,M,41.0,Salta,True,fmiranda@example.com
CLI01607,2024-10-06,Online,,M,83.0,Neuquen,True,ruizalma@example.org
CLI01608,2023-01-20,Tienda,T15,,57.0,Cordoba,True,martinsantino-ezequiel@example.org
CLI01609,2024-07-03,Tienda,T12,M,50.0,Tucuman,False,pcampos@example.net
CLI01610,2023-12-15,Tienda,T26,M,47.0,CABA,True,delfinafernandez@example.net
CLI01611,2022-07-15,Online,,M,31.0,Tucuman,True,camposbautista@example.org
CLI01612,2023-01-18,Online,,M,45.0,Neuquen,True,sofia11@example.com
CLI01613,2025-08-02,Tienda,T11,F,38.0,Cordoba,True,lopezsantiago@example.com
CLI01614,2025-01-30,Tienda,T07,M,55.0,Tucuman,True,gomezdelfina@example.net
CLI01615,2022-03-14,Sucursal,T13,F,29.0,Neuquen,True,garciamaria-paz
CLI01616,2023-07-07,Online,,F,18.0,Salta,True,csosa@example.net
CLI01617,2025-08-22,Online,,M,34.0,Cordoba,False,ortizian@example.com
CLI01618,2024-09-17,Tienda,T18,M,51.0,Neuquen,False,msilva@example.net
CLI01619,2023-09-10,Tienda,T28,F,76.0,Santa Fe,True,nunezjuan-cruz@example.com
CLI01620,2022-01-19,Online,,F,,Salta,False,benjamingimenez@example.com
CLI01621,2024-02-19,Tienda,T28,F,28.0,Entre Rios,True,dpaz@example.net
CLI01622,2022-05-16,Online,,,38.0,Buenos Aires,True,perezbianca@example.net
CLI01623,2025-06-19,Tienda,T24,M,28.0,Mendoza,False,fcoronel@example.org
CLI01624,2023-06-04,Tienda,T17,F,39.0,CABA,True,valentino45@example.org
CLI01625,2023-03-28,Tienda,T09,F,29.0,Cordoba,False,gonzalezlautaro-nicolas@example.com
CLI01626,2023-05-07,Tienda,T23,F,18.0,CABA,True,tperez@example.org
CLI01627,2023-07-06,Online,,F,48.0,Tucuman,True,maiaperalta@example.net
CLI01628,2025-02-21,Online,,F,44.0,Mendoza,True,diazvalentina@example.org
CLI01629,2023-03-18,Online,,M,39.0,Entre Rios,False,jblanco@example.net
CLI01630,2025-09-02,Online,,M,46.0,CABA,True,wgonzalez@example.com
CLI01631,2022-02-16,Online,,F,70.0,Tucuman,True,maidanapilar@example.org
CLI01632,2023-04-15,Tienda,T10,F,43.0,Santa Fe,True,catalinagonzalez@example.net
CLI01633,2023-11-26,Tienda,T27,M,36.0,Neuquen,False,paulinarodriguez
CLI01634,2022-02-14,Tienda,T04,M,54.0,Buenos Aires,True,pluna@example.net
CLI01635,2024-01-01,Online,,M,19.0,Tucuman,True,alvarezmaximo@example.org
CLI01636,2024-05-28,Tienda,T18,,52.0,Salta,True,romeroagostina@example.org
CLI01637,2024-03-06,Online,,F,31.0,Santa Fe,True,santiagomansilla
CLI01638,2025-12-30,Sucursal,T07,F,,Buenos Aires,False,perezthiago-daniel@example.com
CLI01639,2023-05-14,Tienda,T13,F,43.0,Salta,False,joaquinsilva@example.com
CLI01640,2022-01-11,Tienda,T18,M,65.0,CABA,True,maidanathiago-leonel@example.net
CLI01641,2023-10-06,Online,,M,31.0,Tucuman,True,cabreraignacio@example.com
CLI01642,2025-08-26,Tienda,T23,F,55.0,Buenos Aires,True,qvega@example.net
CLI01643,2022-11-12,Online,,F,47.0,Cordoba,False,camilorodriguez@example.net
CLI01644,2024-03-03,Tienda,T01,M,22.0,CABA,True,morena15@example.net
CLI01645,2025-08-16,Online,,M,,Mendoza,True,morenaromero@example.net
CLI01646,2023-03-13,Tienda,T16,M,30.0,Neuquen,True,malenaperez@example.com
CLI01647,2023-03-25,Online,,F,21.0,Salta,False,mateogarcia@example.com
CLI01648,2024-08-18,Tienda,T19,F,30.0,CABA,True,coroneljazmin@example.org
CLI01649,2023-01-26,Online,,M,31.0,Entre Rios,True,santino17@example.org
CLI01650,2025-06-23,Online,,F,,CABA,False,isabella96@example.com
CLI01651,2025-03-15,Online,,M,31.0,Cordoba,False,maximolopez@example.net
CLI01652,2023-11-19,Tienda,T21,M,62.0,Mendoza,True,juana19@example.net
CLI01653,2025-05-04,Tienda,T22,F,45.0,Mendoza,False,yaguirre@example.net
CLI01654,2024-08-15,Tienda,T15,M,,Entre Rios,False,olivia48@example.org
CLI01655,2024-08-12,Online,,F,30.0,Salta,True,pilarmartinez@example.com
CLI01656,2025-03-20,Tienda,T09,M,45.0,Santa Fe,False,sofiavillalba@example.com
CLI01657,2023-03-07,Sucursal,T10,F,18.0,Entre Rios,True,valentinaramirez@example.com
CLI01658,2024-03-21,Tienda,T25,M,18.0,Cordoba,True,morena88@example.com
CLI01659,2022-04-12,Online,,M,29.0,Santa Fe,True,bautista28@example.org
CLI01660,2023-12-28,Tienda,T10,F,50.0,Mendoza,True,maite05@example.org
CLI01661,2025-09-30,Tienda,T22,F,44.0,Santa Fe,False,victoria83@example.org
CLI01662,2022-05-25,Tienda,T07,M,42.0,Tucuman,False,bautista81@example.com
CLI01663,2025-01-18,Tienda,T04,M,39.0,Santa Fe,True,ivan09@example.org
CLI01664,2022-04-11,Online,,M,18.0,Cordoba,True,francescaflores@example.net
CLI01665,2023-06-24,Online,,F,37.0,Neuquen,False,kiara53
CLI01666,2022-01-13,Online,,M,18.0,Cordoba,True,aguirresantiago@example.net
CLI01667,2023-06-16,Tienda,T02,F,53.0,Buenos Aires,True,afranco@example.org
CLI01668,2024-04-21,Online,,F,41.0,Mendoza,True,isabellacastro@example.net
CLI01669,2024-01-27,Tienda,T21,F,40.0,Neuquen,True,alejomartin@example.org
CLI01670,2025-10-15,Tienda,T18,M,47.0,Salta,True,manuelpaz@example.net
CLI01671,2025-02-28,Tienda,T26,,46.0,Neuquen,True,joaquinarodriguez@example.com
CLI01672,2025-06-07,Online,,F,45.0,CABA,True,juanatoledo@example.org
CLI01673,2022-03-18,Tienda,T28,M,46.0,Entre Rios,True,eromero@example.net
CLI01674,2025-10-18,Online,,F,33.0,Entre Rios,False,samuel51@example.net
CLI01675,2022-11-04,Online,,M,12.0,Cordoba,True,jmolina@example.com
CLI01676,2024-08-12,Tienda,T04,,,Neuquen,True,nfranco@example.org
CLI01677,2024-02-13,Tienda,T19,F,62.0,Mendoza,True,figueroalorenzo
CLI01678,2022-03-28,Tienda,T23,F,56.0,Mendoza,True,jazminvega@example.net
CLI01679,2024-03-13,Tienda,T23,F,39.0,CABA,False,juan-bautista17@example.com
CLI01680,2024-11-06,Sucursal,T22,F,50.0,Buenos Aires,False,lola84@example.org
CLI01681,2025-10-23,Tienda,T26,M,35.0,Entre Rios,True,federicovargas@example.com
CLI01682,2022-10-10,Tienda,T28,F,47.0,Salta,True,martina52@example.com
CLI01683,2025-09-03,Tienda,T03,M,33.0,Cordoba,True,josefinarojas@example.com
CLI01684,2025-07-31,Online,,F,43.0,Santa Fe,False,tramirez@example.com
CLI01685,2023-03-02,Tienda,T16,F,70.0,Entre Rios,False,wnunez@example.net
CLI01686,2024-06-18,Tienda,T27,M,52.0,Neuquen,True,sflores@example.org
CLI01687,2023-12-05,Online,,F,62.0,Tucuman,False,joaquin25@example.org
CLI01688,2025-08-18,Online,,F,31.0,Buenos Aires,True,juanmiranda@example.com
CLI01689,2022-07-30,Tienda,T23,M,32.0,Santa Fe,True,catalina17@example.com
CLI01690,2025-06-19,Online,,F,41.0,Entre Rios,True,xvillalba@example.com
CLI01691,2025-10-13,Tienda,T17,F,49.0,Tucuman,False,juan-ignacio11@example.com
CLI01692,2025-02-04,Tienda,T24,F,39.0,Entre Rios,False,josefina84@example.org
CLI01693,2022-11-03,Tienda,T10,M,,Santa Fe,False,bautistacruz@example.org
CLI01694,2025-10-28,Tienda,T28,F,,Salta,True,bleiva@example.org
CLI01695,2025-06-04,Tienda,T07,M,,Salta,True,candelariahernandez@example.net
CLI01696,2023-01-28,Online,,F,55.0,Mendoza,True,lorenzo69@example.org
CLI01697,2024-09-01,Tienda,T02,F,26.0,Santa Fe,True,hperez@example.com
CLI01698,2025-06-24,Sucursal,T14,F,,CABA,True,ezequiel40@example.org
CLI01699,2022-11-02,Online,,F,38.0,Entre Rios,True,lautaro-benjaminromero@example.org
CLI01700,2022-08-16,Tienda,T13,M,,Mendoza,True,thiagogutierrez@example.org
CLI01701,2025-03-17,Online,,M,34.0,Mendoza,True,delfinafernandez@example.net
CLI01702,2022-04-30,Online,,M,46.0,Neuquen,True,gsosa@example.com
CLI01703,2023-04-13,Tienda,T10,F,49.0,Neuquen,True,cquiroga@example.com
CLI01704,2024-10-07,Tienda,T21,M,18.0,Salta,True,alvarezpaloma@example.com
CLI01705,2022-03-07,Tienda,T16,F,18.0,Buenos Aires,True,thiago-nahueldominguez@example.com
CLI01706,2025-09-19,Tienda,T06,F,43.0,Cordoba,False,castrosofia@example.org
CLI01707,2022-07-15,Online,,F,40.0,Mendoza,False,juan-sebastiangimenez@example.com
CLI01708,2022-02-01,Online,,F,56.0,Mendoza,True,delfinamartin@example.org
CLI01709,2025-12-18,Tienda,T17,F,45.0,Tucuman,False,apereyra@example.com
CLI01710,2025-10-30,Tienda,T25,M,24.0,Cordoba,True,caguero@example.org
CLI01711,2025-05-04,Tienda,T05,M,46.0,Buenos Aires,False,hrodriguez@example.com
CLI01712,2025-03-04,Online,,M,,Mendoza,True,sdiaz@example.com
CLI01713,2022-09-11,Tienda,T11,F,38.0,Mendoza,True,trios@example.com
CLI01714,2025-10-19,Tienda,T07,M,34.0,Salta,True,valentin06
CLI01715,2023-06-23,Online,,M,46.0,CABA,True,thiago-benjaminbustos@example.org
CLI01716,2025-10-18,Tienda,T18,M,22.0,Cordoba,True,julia07@example.net
CLI01717,2025-03-17,Tienda,T23,,26.0,Santa Fe,False,ssoria@example.com
CLI01718,2024-08-13,Tienda,T06,M,18.0,Neuquen,True,martinagonzalez@example.com
CLI01719,2024-06-02,Tienda,T06,F,72.0,Neuquen,False,catalinacruz@example.org
CLI01720,2022-05-15,Tienda,T04,M,,Entre Rios,False,zoe69@example.org
CLI01721,2024-03-18,Online,,M,,Entre Rios,True,rojasmalena@example.com
CLI01722,2022-09-26,Tienda,T02,M,25.0,Salta,True,vargassimon@example.net
CLI01723,2025-01-16,Tienda,T03,,32.0,Tucuman,True,gsosa@example.net
CLI01724,2022-05-15,Online,,F,35.0,Salta,True,guadalupeherrera@example.org
CLI01725,2023-12-02,Online,,F,,Salta,True,vlopez@example.net
CLI01726,2024-01-21,Tienda,T24,F,44.0,CABA,True,tomassanchez@example.com
